"year","title","venue","url","freq","IF","name"
"2009","Automatic Detection of Arrhythmias Using Wavelets and Self-Organized Artificial Neural Networks.","ISDA","http://dx.doi.org/10.1109/ISDA.2009.22",2,0.000000,"International Conference on Intelligent Systems Design and Applications (ISDA)"
"2009","An FPGA Based Arrhythmia Recognition System for Wearable Applications.","ISDA","http://dx.doi.org/10.1109/ISDA.2009.246",2,0.000000,"International Conference on Intelligent Systems Design and Applications (ISDA)"
"2009","An ECG Analysis Interactive Training System for Understanding Arrhythmias.","MIE","http://dx.doi.org/10.3233/978-1-60750-044-5-931",2,0.000000,"Medical Informatics Europe (MIE)"
"2009","Extracting Fuzzy Rules for Detecting Ventricular Arrhythmias Based on NEWFM.","PAKDD","http://dx.doi.org/10.1007/978-3-642-01307-2_73",1,0.000000,"Pacific-Asia Conference on Knowledge Discovery and Data Mining (PAKDD)"
"2009","A wireless system for monitoring of children with suspected cardiac arrhythmias.","PETRA","http://dblp.org/rec/conf/petra/KyriacouPKPPJHV09",1,0.000000,"International Conference on Pervasive Technologies Related to Assistive Environments (PETRA)"
"2009","Arrhythmia Beat Classification Using Pruned Fuzzy K-Nearest Neighbor Classifier.","SoCPaR","http://dx.doi.org/10.1109/SoCPaR.2009.20",1,0.000000,"International Conference of Soft Computing and Pattern Recognition (SoCPaR)"
"2009","Automatic Detection of Atrial Fibrillation and Flutter - A Tachogram-based Algorithm for Mobile Devices.","BIOSIGNALS","http://dblp.org/rec/conf/biostec/KaiserKK09",14,0.000000,"International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC)"
"2009","Left to Right Atrial Electrophysiological Differences: Substrate for a Dominant Reentrant Source during Atrial Fibrillation.","FIMH","http://dx.doi.org/10.1007/978-3-642-01932-6_17",8,0.000000,"Functional Imaging and Modeling of the Heart (FIMH)"
"2009","Atrial Anatomy Influences Onset and Termination of Atrial Fibrillation: A Computer Model Study.","FIMH","http://dx.doi.org/10.1007/978-3-642-01932-6_31",8,0.000000,"Functional Imaging and Modeling of the Heart (FIMH)"
"2009","Dictionary learning for the sparse modelling of atrial fibrillation in ECG signals.","ICASSP","http://dx.doi.org/10.1109/ICASSP.2009.4959621",4,0.000000,"IEEE International Conference on Acoustics, Speech, and Signal Processing (ICASSP)"
"2009","Automatic Extraction of the Left Atrial Anatomy from MR for Atrial Fibrillation Ablation.","ISBI","http://dx.doi.org/10.1109/ISBI.2009.5193094",6,0.000000,"VISCERAL Anatomy3 Organ Segmentation Challenge (VISCERAL @ ISBI)"
"2009","Detection of Ventricular Fibrillation by Support Vector Machine Algorithm.","CAR","http://dblp.org/rec/conf/car/LiZZ09",1,0.000000,"CARTOCON"
"2009","Detecting ventricular fibrillation by fast algorithm of dynamic sample entropy.","ROBIO","http://dx.doi.org/10.1109/ROBIO.2009.5420764",1,0.000000,"IEEE International Conference on Robotics and Biomimetics (ROBIO)"
"2010","Combinatorial Detection of Arrhythmia.","BIOSIGNALS","http://dblp.org/rec/conf/biostec/AllaliFIM10",14,0.000000,"International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC)"
"2010","Arrogyam: Arrhythmia Detection for Ambulatory Patient Monitoring.","IC3","http://dx.doi.org/10.1007/978-3-642-14825-5_15",1,0.000000,"International Conference on 3D Imaging (IC3D)"
"2010","Fuzzy Support Vector Machines for ECG Arrhythmia Detection.","ICPR","http://dx.doi.org/10.1109/ICPR.2010.728",2,0.000000,"International Conference on Pattern Recognition (ICPR)"
"2010","Arrhythmias classification using the fractal behavior of the power spectrum density of the QRS complex and ANN.","HPCS","http://dx.doi.org/10.1109/HPCS.2010.5547107",1,0.000000,"International Conference on High Performance Computing & Simulation (HPCS)"
"2010","Hybrid system for cardiac arrhythmia classification with fuzzy k-nearest neighbors and Multi Layer Perceptrons combined by a fuzzy inference system.","IJCNN","http://dx.doi.org/10.1109/IJCNN.2010.5597548",2,0.000000,"IEEE International Joint Conference on Neural Network (IJCNN)"
"2010","Neuro-fuzzy-based Arrhythmia Classification Using Heart Rate Variability Features.","SCCC","http://dx.doi.org/10.1109/SCCC.2010.38",1,0.000000,"International Conference of the Chilean Computer Science Society (SCCC)"
"2010","Combination of Convolutive Blind Signal Separation and Wavelet Decomposition to Extract the Atrial Activity in Atrial Fibrillation.","BIOSIGNALS","http://dblp.org/rec/conf/biostec/VayaRA10",14,0.000000,"International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC)"
"2010","Wavelet Sample Entropy Optimization through Optimal Mother Function Selection for Atrial Fibrillation Analysis.","BIOSIGNALS","http://dblp.org/rec/conf/biostec/AlcarazR10",14,0.000000,"International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC)"
"2010","Assessment of Noise Impact in Sample Entropy for the Non-invasive Organization Estimation of Atrial Fibrillation.","BIOSIGNALS","http://dblp.org/rec/conf/biostec/AlcarazR10a",14,0.000000,"International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC)"
"2010","Paroxysmal Atrial Fibrillation diagnosis based on feature extraction and classification.","CIBCB","http://dx.doi.org/10.1109/CIBCB.2010.5510702",1,0.000000,"IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology (CIBCB)"
"2010","Atrial Fibrillation Analysis Based on Blind Source Separation in 12-Lead ECG Data.","ICMB","http://dx.doi.org/10.1007/978-3-642-13923-9_31",2,0.000000,"International Conference on Mobile Business (ICMB)"
"2010","Coupled Personalisation of Electrophysiology Models for Simulation of Induced Ischemic Ventricular Tachycardia.","MICCAI","http://dx.doi.org/10.1007/978-3-642-15745-5_52",4,0.000000,"International Conference on Medical Image Computing and Computer-Assisted Intervention (MICCAI)"
"2011","The non-incursion blood pressure algorithm under arrhythmia.","BMEI","http://dx.doi.org/10.1109/BMEI.2011.6098367",6,0.000000,"International Conference on BioMedical Engineering and Informatics (BMEI)"
"2011","A Real-Time Cardiac Arrhythmia Classification System with Wearable Electrocardiogram.","BSN","http://dx.doi.org/10.1109/BSN.2011.17",3,0.000000,"International Conference on Wearable and Implantable Body Sensor Networks (BSN)"
"2011","A 3D MRI-Based Cardiac Computer Model to Study Arrhythmia and Its In-vivo Experimental Validation.","FIMH","http://dx.doi.org/10.1007/978-3-642-21028-0_25",8,0.000000,"Functional Imaging and Modeling of the Heart (FIMH)"
"2011","Diagnosis of Cardiac Arrhythmia Using Fuzzy Immune Approach.","ICANNGA","http://dx.doi.org/10.1007/978-3-642-20267-4_28",1,0.000000,"International Conference on Adaptive and Natural Computing Algorithms (ICANNGA)"
"2011","An Effective ECG Arrhythmia Classification Algorithm.","ICIC","http://dx.doi.org/10.1007/978-3-642-24553-4_72",3,0.000000,"International Conference on Intelligent Computing (ICIC)"
"2011","Using evolutionary algorithms for ECG Arrhythmia detection and classification.","ICNC","http://dblp.org/rec/conf/icnc/WaseemJRF11",1,0.000000,"International Conference on Natural Computation (ICNC)"
"2011","A method for detecting arrhythmia using a RR interval from ECG data in U-Health system.","ICUIMC","http://dblp.org/rec/conf/icuimc/KimKH11",1,0.000000,"International Conference on Ubiquitous Information Management and Communication (IMCOM)"
"2011","Application of expert system for arrhythmia analysis.","ICWET","http://dblp.org/rec/conf/icwet/DhokL11",3,0.000000,"International Conference & Workshop on Emerging Trends in Technology (ICWET)"
"2011","Comparison of unsupervised Arrhythmia classification techniques.","ICWET","http://dblp.org/rec/conf/icwet/KaurSA11",3,0.000000,"International Conference & Workshop on Emerging Trends in Technology (ICWET)"
"2011","Maximum Margin Clustering Method Based on Immune Evolution for Electrocardiogram Arrhythmias Diagnosis.","ISCID","http://dx.doi.org/10.1109/ISCID.2011.121",1,0.000000,"International Symposium on Computational Intelligence and Design (ISCID)"
"2011","Superiority Real-Time Cardiac Arrhythmias Detection Using Trigger Learning Method.","ITBAM","http://dx.doi.org/10.1007/978-3-642-23208-4_5",1,0.000000,"Information Technology in Bio- and Medical Informatics (ITBAM)"
"2011","Arrhythmia classification from wavelet feature on FGPA.","MHS","http://dx.doi.org/10.1109/MHS.2011.6102207",2,0.000000,"Micro-NanoMechatronics and Human Science (MHS)"
"2011","Arrhythmia heart beats classification using mahalanobis Generalized Learning Vector Quantization (Mahalanobis GLVQ).","MHS","http://dx.doi.org/10.1109/MHS.2011.6102208",2,0.000000,"Micro-NanoMechatronics and Human Science (MHS)"
"2011","An autometic system for ECG arrhythmias classification.","SMC","http://dx.doi.org/10.1109/ICSMC.2011.6084019",3,0.000000,"IEEE International Conference on Systems, Man and Cybernetics (SMC)"
"2011","ECG Arrhythmia Classification Using Spearman Rank Correlation and Support Vector Machine.","SocProS","http://dx.doi.org/10.1007/978-81-322-0491-6_54",1,0.000000,"International Conference on Soft Computing for Problem Solving (SocProS)"
"2011","Cardiac arrhythmia detection using dynamic time warping of ECG beats in e-healthcare systems.","WOWMOM","http://dx.doi.org/10.1109/WoWMoM.2011.5986196",1,0.000000,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks (WoWMoM)"
"2011","Detection of paroxysmal atrial fibrillation subjects based on circadian rhythm parameters of heart rate variability.","BIBM Workshops","http://dx.doi.org/10.1109/BIBMW.2011.6112508",2,0.000000,""
"2011","Which Resolution for Reliable ECG P-wave Analysis in Atrial Fibrillation?","BIOSIGNALS","http://dblp.org/rec/conf/biostec/CensiCTMBCB11",14,0.000000,"International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC)"
"2011","An Algorithm for the Detection of Atrial Fibrillation using the Pulse Oximetric Signal.","BIOSIGNALS","http://dblp.org/rec/conf/biostec/CalcagniniTCMBM11",14,0.000000,"International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC)"
"2011","Automatic detection of atrial fibrillation using R-R interval signal.","BMEI","http://dx.doi.org/10.1109/BMEI.2011.6098492",6,0.000000,"International Conference on BioMedical Engineering and Informatics (BMEI)"
"2011","Reliable Atrial Activity Extraction from ECG Atrial Fibrillation Signals.","CIARP","http://dx.doi.org/10.1007/978-3-642-25085-9_74",2,0.000000,"Iberoamerican Congress on Pattern Recognition (CIARP)"
"2011","Mapping Contact Force during Catheter Ablation for the Treatment of Atrial Fibrillation: New Insights into Ablation Therapy.","FIMH","http://dx.doi.org/10.1007/978-3-642-21028-0_37",8,0.000000,"Functional Imaging and Modeling of the Heart (FIMH)"
"2011","Time-frequency analysis compensating missing data for Atrial Fibrillation ECG assessment.","ICASSP","http://dx.doi.org/10.1109/ICASSP.2011.5946485",4,0.000000,"IEEE International Conference on Acoustics, Speech, and Signal Processing (ICASSP)"
"2011","R-R interval based paroxysmal atrial fibrillation analysis.","ICWET","http://dblp.org/rec/conf/icwet/KadgeP11",3,0.000000,"International Conference & Workshop on Emerging Trends in Technology (ICWET)"
"2011","Multi-part Left Atrium Modeling and Segmentation in C-Arm CT Volumes for Atrial Fibrillation Ablation.","MICCAI","http://dx.doi.org/10.1007/978-3-642-23626-6_60",4,0.000000,"International Conference on Medical Image Computing and Computer-Assisted Intervention (MICCAI)"
"2011","Combined Cardiac and Respiratory Motion Compensation for Atrial Fibrillation Ablation Procedures.","MICCAI","http://dx.doi.org/10.1007/978-3-642-23623-5_68",4,0.000000,"International Conference on Medical Image Computing and Computer-Assisted Intervention (MICCAI)"
"2011","AFiT - Atrial Fibrillation Ablation Planning Tool.","VMV","http://dx.doi.org/10.2312/PE/VMV/VMV11/223-230",1,0.000000,"Vision Modeling and Visualization (VMV)"
"2012","Proposal of asymmetric multi-classifier of arrhythmias.","CLEI","http://dx.doi.org/10.1109/CLEI.2012.6427169",1,0.000000,"CLEI electronic journal"
"2012","Reliable Detection of Malignant Ventricular Arrhythmias Based on Complex Network Theory.","IScIDE","http://dx.doi.org/10.1007/978-3-642-36669-7_25",1,0.000000,"Sino-foreign-interchange Workshop on Intelligent Science and Intelligent Data Engineering (IScIDE)"
"2012","On real-time arrhythmia detection in ECG monitors using antidictionary coding.","ISITA","http://dblp.org/rec/conf/isita/OtaM12",1,0.000000,"International Symposium on Information Theory and its Applications (ISITA)"
"2012","Modeling of Radiofrequency Ablation Lesions for Image-Guided Arrhythmia Therapy: A Preliminary ex vivo Demonstration.","AE-CAI","http://dx.doi.org/10.1007/978-3-642-38085-3_4",1,0.000000,"Conference on Artificial Intelligence Applications (CAIA)"
"2012","Toward real-time modeling of human heart ventricles at cellular resolution: simulation of drug-induced arrhythmias.","SC","http://dx.doi.org/10.1109/SC.2012.108",1,0.000000,"Science"
"2012","Adaptive Multilayer Generalized Learning Vector Quantization (AMGLVQ) as new algorithm with integrating feature extraction and classification for Arrhythmia heartbeats classification.","SMC","http://dx.doi.org/10.1109/ICSMC.2012.6377692",3,0.000000,"IEEE International Conference on Systems, Man and Cybernetics (SMC)"
"2012","Using neural networks to predict cardiac arrhythmias.","SMC","http://dx.doi.org/10.1109/ICSMC.2012.6377734",3,0.000000,"IEEE International Conference on Systems, Man and Cybernetics (SMC)"
"2012","Intracavitary signal analysis for atrial fibrillation prediction.","BIBM Workshops","http://dx.doi.org/10.1109/BIBMW.2012.6470244",2,0.000000,""
"2012","Cryo-Balloon Catheter Tracking in Atrial Fibrillation Ablation Procedures.","Bildverarbeitung für die Medizin","http://dx.doi.org/10.1007/978-3-642-28502-8_67",1,0.000000,""
"2012","SAR distribution of microwave antenna for atrial fibrillation catheter ablation.","BMEI","http://dx.doi.org/10.1109/BMEI.2012.6512976",6,0.000000,"International Conference on BioMedical Engineering and Informatics (BMEI)"
"2012","An energy efficient model for monitoring and detecting atrial fibrillation in wearable computing.","BODYNETS","http://dx.doi.org/10.4108/icst.bodynets.2012.249939",1,0.000000,"International Conference onBody Area Networks (BODYNETS)"
"2012","Nonnegative matrix factorization for noninvasive prediction of catheter ablation outcome in persistent atrial fibrillation.","ICASSP","http://dx.doi.org/10.1109/ICASSP.2012.6287955",4,0.000000,"IEEE International Conference on Acoustics, Speech, and Signal Processing (ICASSP)"
"2012","Subject specific, image based analysis and modeling in patients with atrial fibrillation from MRI.","ISBI","http://dx.doi.org/10.1109/ISBI.2012.6235820",6,0.000000,"VISCERAL Anatomy3 Organ Segmentation Challenge (VISCERAL @ ISBI)"
"2012","Precise segmentation of the left atrium in C-arm CT volumes with applications to atrial fibrillation ablation.","ISBI","http://dx.doi.org/10.1109/ISBI.2012.6235835",6,0.000000,"VISCERAL Anatomy3 Organ Segmentation Challenge (VISCERAL @ ISBI)"
"2012","Limited Angle C-Arm Tomography and Segmentation for Guidance of Atrial Fibrillation Ablation Procedures.","MICCAI","http://dx.doi.org/10.1007/978-3-642-33415-3_78",4,0.000000,"International Conference on Medical Image Computing and Computer-Assisted Intervention (MICCAI)"
"2012","Sparse spectral analysis of atrial fibrillation electrograms.","MLSP","http://dx.doi.org/10.1109/MLSP.2012.6349721",1,0.000000,"International Workshop on Machine Learning for Signal Processing (MLSP)"
"2012","A risk and Incidence Based Atrial Fibrillation Detection Scheme for wearable healthcare computing devices.","PervasiveHealth","http://dx.doi.org/10.4108/icst.pervasivehealth.2012.248670",1,0.000000,"International Conference on Pervasive Computing Technologies for Healthcare (PervasiveHealth)"
"2013","An Ensemble Model for Mobile Device based Arrhythmia Detection.","BCB","http://dblp.org/rec/conf/bcb/LiGGZ13",2,0.000000,"ACM International Conference on Bioinformatics, Computational Biology and Biomedicine (BCB)"
"2013","Arrhythmia detection from heartbeat using k-nearest neighbor classifier.","BIBM","http://dx.doi.org/10.1109/BIBM.2013.6732594",4,0.000000,"IEEE International Conference on Bioinformatics and Biomedicine (BIBM)"
"2013","Support Vector Machine and Artificial Neural Network Implementation in Embedded Systems for Real Time Arrhythmias Detection.","BIOSIGNALS","http://dblp.org/rec/conf/biostec/Orozco-DuqueRZRRB13",14,0.000000,"International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC)"
"2013","Arrhythmia discrimination using a smart phone.","BSN","http://dx.doi.org/10.1109/BSN.2013.6575493",3,0.000000,"International Conference on Wearable and Implantable Body Sensor Networks (BSN)"
"2013","Premature Ventricular Contraction Arrhythmia Detection and Classification with Gaussian Process and S Transform.","CICSyN","http://dx.doi.org/10.1109/CICSYN.2013.44",1,0.000000,"International Conference on Computational Intelligence, Communication Systems and Networks (CICSyN)"
"2013","ECG identification of arrhythmias by using an associative Petri net.","CLUSTER","http://dx.doi.org/10.1109/CLUSTER.2013.6702643",1,0.000000,"IEEE International Conference on Cluster Computing (CLUSTER)"
"2013","Classification of Arrhythmia Types Using Cartesian Genetic Programming Evolved Artificial Neural Networks.","EANN","http://dx.doi.org/10.1007/978-3-642-41013-0_29",1,0.000000,"International Conference on Engineering Applications of Neural Networks (EANN)"
"2013","High-dimensional discriminant analysis of human cardiac arrhythmias.","EUSIPCO","http://dblp.org/rec/conf/eusipco/AlwanCC13",5,0.000000,"European Signal Processing Conference (EUSIPCO)"
"2013","Cardiac Arrhythmia Classification Using KNN and Naive Bayes Classifiers Optimized with Differential Evolution (DE) and Particle Swarm Optimization (PSO).","Intelligent Environments","http://dx.doi.org/10.3233/978-1-61499-286-8-36",1,0.000000,"International Conference on Intelligent Environments (IE)"
"2013","ECG based system for arrhythmia detection and patient identification.","ITI","http://dx.doi.org/10.2498/iti.2013.0532",1,0.000000,"International Conference on Information Technology Interfaces (ITI)"
"2013","Application of Artificial Metaplasticity Neural Networks to Cardiac Arrhythmias Classification.","IWINAC","http://dblp.org/rec/conf/iwinac/BenchaibMTA13",2,0.000000,"International Work-Conference on the Interplay Between Natural and Artificial Computation (IWINAC)"
"2013","Arrhythmia classification by Local Fractional Fourier Transform.","SIU","http://dx.doi.org/10.1109/SIU.2013.6531192",3,0.000000,"Studia Informatica Universalis"
"2013","Intelligent Systems to Autonomously Classify Several Arrhythmia Using Information from ECG.","SocialCom","http://dx.doi.org/10.1109/SocialCom.2013.168",1,0.000000,"IEEE International Conference on Social Computing (SocialCom)"
"2013","Seven-day Analysis of Atrial Fibrillation and Circadian Rhythms.","BIOSIGNALS","http://dblp.org/rec/conf/biostec/Goya-EstebanSBGSR13",14,0.000000,"International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC)"
"2013","Statistical Modeling of Atrioventricular Nodal Function during Atrial Fibrillation - An Update.","BIOSIGNALS","http://dblp.org/rec/conf/biostec/CorinoSLMS13",14,0.000000,"International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC)"
"2013","Dominant Frequency, Regularity and Organization Indexes Response to Preprocessing Filter Variations on Simulated Electrograms During Atrial Fibrillation.","BIOSIGNALS","http://dblp.org/rec/conf/biostec/Orozco-DuqueUTMSB13",14,0.000000,"International Joint Conference on Biomedical Engineering Systems and Technologies (BIOSTEC)"
"2013","Atrial Fibrosis and Atrial Fibrillation: A Computer Simulation in the Posterior Left Atrium.","FIMH","http://dx.doi.org/10.1007/978-3-642-38899-6_47",8,0.000000,"Functional Imaging and Modeling of the Heart (FIMH)"
"2013","Novel method for comparison of pre-planned ablation lines for treatment of atrial fibrillation using a common reference model.","ISBI","http://dx.doi.org/10.1109/ISBI.2013.6556405",6,0.000000,"VISCERAL Anatomy3 Organ Segmentation Challenge (VISCERAL @ ISBI)"
