"year","venue","title","url","freq","IF","name"
"2007","IEEE Trans. Biomed. Engineering","Transition Detection in Body Movement Activities for Wearable ECG.","http://dblp.org/rec/journals/tbe/PawarACD07",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2007","IEEE Trans. Biomed. Engineering","Noninvasive ECG as a Tool for Predicting Termination of Paroxysmal Atrial Fibrillation.","http://dblp.org/rec/journals/tbe/ChiarugiVCCV07",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2007","IEEE Trans. Biomed. Engineering","Convolutive Blind Source Separation Algorithms Applied to the Electrocardiogram of Atrial Fibrillation: Study of Performance.","http://dblp.org/rec/journals/tbe/VayaRSM07",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2007","IEEE Trans. Biomed. Engineering","A Nonlinear Bayesian Filtering Framework for ECG Denoising.","http://dblp.org/rec/journals/tbe/SameniSJC07",114,2.347000,"IEEE Transactions on Biomedical Engineering"
"2007","T. HiPEAC","Hardware/Software Architecture for Real-Time ECG Monitoring and Analysis Leveraging MPSoC Technology.","http://dblp.org/rec/journals/thipeac/KhatibBPBJBKHNJ07",1,0.000000,"International Conference on High Performance Embedded Architectures and Compilers (HiPEAC)"
"2007","IEEE Transactions on Information Technology in Biomedicine","An Automated Methodology for Fetal Heart Rate Extraction From the Abdominal Electrocardiogram.","http://dblp.org/rec/journals/titb/KarvounisTFN07",31,0.000000,"IEEE Journal of Biomedical and Health Informatics"
"2007","IEEE Transactions on Neural Networks","Block-Based Neural Networks for Personalized ECG Signal Classification.","http://dblp.org/rec/journals/tnn/JiangK07",1,4.370000,"IEEE Transactions on Neural Networks and Learning Systems"
"2008","Ad Hoc Networks","Robust medical ad hoc sensor networks (MASN) with wavelet-based ECG data mining.","http://dblp.org/rec/journals/adhoc/HuJCX08",1,0.000000,"International Conference on Ad-Hoc, Mobile and Wireless Networks (ADHOC-NOW)"
"2008","Applied Mathematics and Computation","A fast and adaptive ICA algorithm with its application to fetal electrocardiogram extraction.","http://dblp.org/rec/journals/amc/YeZZP08",4,1.551000,"Applied Mathematics and Computation"
"2008","Artificial Intelligence in Medicine","Support vector machine-based arrhythmia classification using reduced features of heart rate variability signal.","http://dblp.org/rec/journals/artmed/AslSM08",9,0.000000,"Conference on Artificial Intelligence in Medicine in Europe (AIME)"
"2008","Appl. Soft Comput.","Evolving a Bayesian classifier for ECG-based age classification in medical applications.","http://dblp.org/rec/journals/asc/WigginsSLV08",8,0.000000,"Online World Conference on Soft Computing in Industrial Applications (WSC)"
"2008","Biomed. Signal Proc. and Control","Wavelet threshold based TDL and TDR algorithms for real-time ECG signal compression.","http://dblp.org/rec/journals/bspc/ManikandanD08",65,1.532000,"Biomedical Signal Processing and Control"
"2008","Biomed. Signal Proc. and Control","Power-line interference elimination from ECG in case of non-multiplicity between the sampling rate and the power-line frequency.","http://dblp.org/rec/journals/bspc/MihovD08",65,1.532000,"Biomedical Signal Processing and Control"
"2008","Biomed. Signal Proc. and Control","Development of SVM based classification techniques for the delineation of wave components in 12-lead electrocardiogram.","http://dblp.org/rec/journals/bspc/MehtaL08",65,1.532000,"Biomedical Signal Processing and Control"
"2008","Comp. in Bio. and Med.","ECG signal denoising and baseline wander correction based on the empirical mode decomposition.","http://dblp.org/rec/journals/cbm/Blanco-VelascoWB08",42,0.000000,"International Conference on Computational Advances in Bio and Medical Sciences (ICCABS)"
"2008","Comp. in Bio. and Med.","Projective filtering of time warped ECG beats.","http://dblp.org/rec/journals/cbm/Kotas08",42,0.000000,"International Conference on Computational Advances in Bio and Medical Sciences (ICCABS)"
"2008","Comp. in Bio. and Med.","Combined entropy based method for detection of QRS complexes in 12-lead electrocardiogram using SVM.","http://dblp.org/rec/journals/cbm/MehtaL08",42,0.000000,"International Conference on Computational Advances in Bio and Medical Sciences (ICCABS)"
"2008","Comp. in Bio. and Med.","Incremental HMM training applied to ECG signal analysis.","http://dblp.org/rec/journals/cbm/AndreaoMBDBF08",42,0.000000,"International Conference on Computational Advances in Bio and Medical Sciences (ICCABS)"
"2008","Computers &amp; Electrical Engineering","Studies on the ECG forward problem.","http://dblp.org/rec/journals/cee/YuP08",10,0.992000,"Computers &amp; Electrical Engineering"
"2008","Computers &amp; Mathematics with Applications","Frequency-domain features for ECG beat discrimination using grey relational analysis-based classifier.","http://dblp.org/rec/journals/cma/Lin08",2,1.697000,"Computers &amp; Mathematics with Applications"
"2008","Computer Methods and Programs in Biomedicine","Wavelet-based ECG compression by bit-field preserving and running length encoding.","http://dblp.org/rec/journals/cmpb/ChanSCY08",38,1.897000,"Computer Methods and Programs in Biomedicine"
"2008","Computer Methods and Programs in Biomedicine","QRS complexes detection for ECG signal: The Difference Operation Method.","http://dblp.org/rec/journals/cmpb/YehW08",38,1.897000,"Computer Methods and Programs in Biomedicine"
